full_name,affiliation,homepage,scholarid,clean_author_name
Michael Littman 0002,Brown University,http://cs.brown.edu/~mlittman,Jj00ksMAAAAJ,Michael Littman
Michael Lones,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/michael-adam-lones,MtauJIcAAAAJ,Michael Lones
Michael Luck,King's College London,https://www.kcl.ac.uk/people/professor-michael-luck,mKVcy8sAAAAJ,Michael Luck
Michael Lustig,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/mlustig.html,EWY1qlkAAAAJ,Michael Lustig
Michael M. Bronstein,Imperial College London,https://www.imperial.ac.uk/people/m.bronstein,UU3N6-UAAAAJ,Michael M. Bronstein
Michael M. Kazhdan,Johns Hopkins University,http://www.cs.jhu.edu/~misha,soUq_eQAAAAJ,Michael M. Kazhdan
Michael M. Mitzenmacher,Harvard University,http://www.eecs.harvard.edu/~michaelm,e8aRmAsAAAAJ,Michael M. Mitzenmacher
Michael M. Swift,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~swift,pqIGLH4AAAAJ,Michael M. Swift
Michael M. Zavlanos,Duke University,https://www.michaelmzavlanos.org,gqtM2HwAAAAJ,Michael M. Zavlanos
Michael Maire,University of Chicago,http://ttic.uchicago.edu/~mmaire,HXowq5YAAAAJ,Michael Maire
Michael Mangan,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/michael-mangan,VeeNOGgAAAAJ,Michael Mangan
Michael Manzke,Trinity College Dublin,https://www.tcd.ie/research/profiles/?profile=manzkem,L1HrUqQAAAAJ,Michael Manzke
Michael Mascagni,Florida State University,http://www.cs.fsu.edu/~mascagni,c6RD1lIAAAAJ,Michael Mascagni
Michael Mateas,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~michaelm,NOSCHOLARPAGE,Michael Mateas
Michael Mathioudakis,University of Helsinki,https://michalis.co,kZti0OcAAAAJ,Michael Mathioudakis
Michael Mayo,University of Waikato,http://www.cms.waikato.ac.nz/people/mmayo,j6IjujMAAAAJ,Michael Mayo
Michael McAllister,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/michael-mcallister.html,NOSCHOLARPAGE,Michael McAllister
Michael McGuire,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/mmcguire.html,NOSCHOLARPAGE,Michael McGuire
Michael Meier 0001,University of Bonn,https://net.cs.uni-bonn.de/wg/itsec/staff/leader/michael-meier,NOSCHOLARPAGE,Michael Meier
Michael Mendler,University of Bamberg,https://www.uni-bamberg.de/gdi/team/michael-mendler,NOSCHOLARPAGE,Michael Mendler
Michael Menth,University of Tübingen,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/lehrstuehle/communication-networks/staff/menth,nIb1MnoAAAAJ,Michael Menth
Michael Milford,Queensland Univ. of Technology,https://research.qut.edu.au/qcr/people/michael-milford,TDSmCKgAAAAJ,Michael Milford
Michael Minock,KTH Royal Inst. of Technology,https://www.umu.se/en/staff/michael-minock,aWK0wpUAAAAJ,Michael Minock
Michael Mior,Rochester Inst. of Technology,https://michael.mior.ca,bpO_ZLoAAAAJ,Michael Mior
Michael Moeller 0001,University of Siegen,https://www.vsa.informatik.uni-siegen.de/en/moeller-michael,sxzdAGUAAAAJ,Michael Moeller
Michael Molloy,University of Toronto,http://www.cs.toronto.edu/~molloy,k2b25d4AAAAJ,Michael Molloy
Michael Molloy 0001,University of Toronto,http://www.cs.toronto.edu/~molloy,k2b25d4AAAAJ,Michael Molloy
Michael Morgan,Monash University,https://www.monash.edu/science/schools/physics/ourpeople/morgan,NuiaYMMAAAAJ,Michael Morgan
Michael Mozer,University of Colorado Boulder,http://www.cs.colorado.edu/~mozer,lmjR_qMAAAAJ,Michael Mozer
Michael Möller 0001,University of Siegen,https://www.vsa.informatik.uni-siegen.de/en/moeller-michael,sxzdAGUAAAAJ,Michael Möller
Michael N. Gubanov,Florida State University,http://www.mgubanov.com,NOSCHOLARPAGE,Michael N. Gubanov
Michael N. Huhns,University of South Carolina,http://www.cse.sc.edu/~huhns,hvtmB0UAAAAJ,Michael N. Huhns
Michael N. Mistry,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Michael_Mistry.html,e378qEIAAAAJ,Michael N. Mistry
Michael Nebeling,University of Michigan,http://www.michael-nebeling.de,W2XLsXoAAAAJ,Michael Nebeling
Michael Neff,Univ. of California - Davis,http://www.cs.ucdavis.edu/~neff,9ENU67IAAAAJ,Michael Neff
Michael Norrish,Australian National University,https://cecs.anu.edu.au/people/michael-norrish,Ymd4ZfYAAAAJ,Michael Norrish
Michael Nowatkowski,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=MNOWATKOWSKI,6pNrf1MAAAAJ,Michael Nowatkowski
Michael O'Neal,Louisiana Tech University,https://www.latech.edu/faculty-staff/single-entry/name/michael-oneal,NOSCHOLARPAGE,Michael O'Neal
Michael O. Rabin,Harvard University,https://www.seas.harvard.edu/directory/rabin,EFZyUcEAAAAJ,Michael O. Rabin
Michael Oberst,Johns Hopkins University,https://www.michaelkoberst.com,o1IZjggAAAAJ,Michael Oberst
Michael Oser Rabin,Harvard University,https://www.seas.harvard.edu/directory/rabin,EFZyUcEAAAAJ,Michael Oser Rabin
Michael P. Cummings,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/mcummin1,0ahvXiEAAAAJ,Michael P. Cummings
Michael P. Kim,Cornell University,https://www.cs.cornell.edu/~mpkim,2sFj-kcAAAAJ,Michael P. Kim
Michael P. Wellman,University of Michigan,http://www.eecs.umich.edu/ai/people/wellman,UruIct4AAAAJ,Michael P. Wellman
Michael Paul Wellman,University of Michigan,http://www.eecs.umich.edu/ai/people/wellman,UruIct4AAAAJ,Michael Paul Wellman
Michael Pedersen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,Michael Pedersen
Michael Philippsen,University of Erlangen–Nuremberg,https://www.cs2.tf.fau.de/person/philippsen,hvfbNg0AAAAJ,Michael Philippsen
Michael Posa,University of Pennsylvania,https://dair.seas.upenn.edu/michael-posa,DCSFMuAAAAAJ,Michael Posa
Michael Pradel,CISPA Helmholtz Center,http://software-lab.org/people/Michael_Pradel.html,V-850TAAAAAJ,Michael Pradel
Michael Prilla,University of Duisburg-Essen,https://interaktive-systeme-ude.de,AZRKkdUAAAAJ,Michael Prilla
Michael Qizhe Shieh,National University of Singapore,https://www.comp.nus.edu.sg/cs/people/mshieh,J_pLyhIAAAAJ,Michael Qizhe Shieh
Michael R. Berthold,University of Konstanz,https://www.bison.uni-konstanz.de/members/prof-dr-m-berthold,NOSCHOLARPAGE,Michael R. Berthold
Michael R. Brent,Washington University in St. Louis,http://mblab.wustl.edu,YE2tPHQAAAAJ,Michael R. Brent
Michael R. Fellows,University of Bergen,https://www.mrfellows.net,NOSCHOLARPAGE,Michael R. Fellows
Michael R. Genesereth,Stanford University,http://logic.stanford.edu/people/genesereth,NOSCHOLARPAGE,Michael R. Genesereth
Michael R. Hansen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,Michael R. Hansen
Michael R. Jantz,University of Tennessee,http://web.eecs.utk.edu/~mrjantz,ACtrMMgAAAAJ,Michael R. Jantz
Michael R. Lyu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/lyu,uQnBgK0AAAAJ,Michael R. Lyu
Michael R. M. Jenkin,York University,http://eecs.lassonde.yorku.ca/faculty/michael-r-m-jenkin,noDDU_0AAAAJ,Michael R. M. Jenkin
Michael Rabinovich,Case Western Reserve University,http://engr.case.edu/rabinovich_michael,30fyS8EAAAAJ,Michael Rabinovich
Michael Radermacher,University of Vermont,http://physioweb.uvm.edu/radermacher-lab,e_bBQ_8AAAAJ,Michael Radermacher
Michael Rappa,North Carolina State University,http://analytics.ncsu.edu/?page_id=7,NOSCHOLARPAGE,Michael Rappa
Michael Reichhardt Hansen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,Michael Reichhardt Hansen
Michael Rohs,University of Hannover,https://hci.uni-hannover.de/people/michael,VVJhitcAAAAJ,Michael Rohs
Michael Rose,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,Michael Rose
Michael Rovatsos,University of Edinburgh,http://homepages.inf.ed.ac.uk/mrovatso,xQGbSfMAAAAJ,Michael Rovatsos
Michael Rubenstein,Northwestern University,http://users.eecs.northwestern.edu/~mrubenst,JVNms8wAAAAJ,Michael Rubenstein
Michael Rung-Tsong Lyu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/lyu,uQnBgK0AAAAJ,Michael Rung-Tsong Lyu
Michael S. Bernstein,Stanford University,http://hci.stanford.edu/msb,zkhHirIAAAAJ,Michael S. Bernstein
Michael S. Branicky,University of Kansas,https://engr.ku.edu/meet-the-dean,jkwHy3AAAAAJ,Michael S. Branicky
Michael S. Brown,York University,http://www.cse.yorku.ca/~mbrown,Gv1QGSMAAAAJ,Michael S. Brown
Michael S. Gashler,University of Arkansas,http://csce.uark.edu/~mgashler,NOSCHOLARPAGE,Michael S. Gashler
Michael S. Horn,Northwestern University,http://tidal.northwestern.edu,_yO5SYkAAAAJ,Michael S. Horn
Michael S. Kearns,University of Pennsylvania,http://www.cis.upenn.edu/~mkearns,8iQk0DIAAAAJ,Michael S. Kearns
Michael S. Langer,McGill University,http://www.cim.mcgill.ca/~langer,NsYQCXsAAAAJ,Michael S. Langer
Michael S. Lew,Leiden University,https://press.liacs.nl/mlew,q6Aq5XMAAAAJ,Michael S. Lew
Michael S. Lewicki,Case Western Reserve University,http://www.cs.cmu.edu/~lewicki,wRRKmnMAAAAJ,Michael S. Lewicki
Michael S. O. Molloy,University of Toronto,http://www.cs.toronto.edu/~molloy,k2b25d4AAAAJ,Michael S. O. Molloy
Michael S. Waterman,University of Southern California,https://dornsife.usc.edu/labs/msw,NOSCHOLARPAGE,Michael S. Waterman
Michael Saks 0001,Rutgers University,https://sites.math.rutgers.edu/~saks,mu2I688AAAAJ,Michael Saks
Michael Sammler,IST Austria,https://pub.ista.ac.at/~msammler,q8W9hZOJCtMC,Michael Sammler
Michael Schapira,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~schapiram,vVvbU7oAAAAJ,Michael Schapira
Michael Schatz,Johns Hopkins University,https://www.cs.jhu.edu/faculty/michael-schatz,rcs6IKwAAAAJ,Michael Schatz
Michael Schröder 0002,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ,Michael Schröder
Michael Schwarz 0001,CISPA Helmholtz Center,https://cispa.de/en/people/c02misc,2HPadJUAAAAJ,Michael Schwarz
Michael Schöttner,University of Düsseldorf,https://www.cs.hhu.de/en/research-groups/operating-systems-prof-dr-michael-schoettner/team/team/schoettner.html,NOSCHOLARPAGE,Michael Schöttner
Michael Scott Brown,National University of Singapore,https://www.comp.nus.edu.sg/~brown,NOSCHOLARPAGE,Michael Scott Brown
Michael Sedlmair,University of Stuttgart,https://www.vis.uni-stuttgart.de/institut/team/Sedlmair-00002,objnJXoAAAAJ,Michael Sedlmair
Michael Shekelyan,Queen Mary University of London,https://compsci.science/shekelyan,uDlNp2wAAAAJ,Michael Shekelyan
Michael Sheng,Macquarie University,http://web.science.mq.edu.au/~qsheng,lwy2C5YAAAAJ,Michael Sheng
Michael Sheng 0001,Macquarie University,http://web.science.mq.edu.au/~qsheng,lwy2C5YAAAAJ,Michael Sheng
Michael Shieh,National University of Singapore,https://www.comp.nus.edu.sg/cs/people/mshieh,J_pLyhIAAAAJ,Michael Shieh
Michael Sirivianos,Cyprus University of Technology,https://www.cut.ac.cy/faculties/fet/eecei/staff/michael.sirivianos/?languageId=1,U1-0MngAAAAJ,Michael Sirivianos
Michael Sixt,IST Austria,https://ist.ac.at/research/research-groups/sixt-group,NOSCHOLARPAGE,Michael Sixt
Michael Sonntag,JKU Linz,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/sonntag,NOSCHOLARPAGE,Michael Sonntag
Michael Stephen Horn,Northwestern University,http://tidal.northwestern.edu,_yO5SYkAAAAJ,Michael Stephen Horn
Michael Stumm,University of Toronto,http://www.eecg.toronto.edu/~stumm,SfN31P4AAAAJ,Michael Stumm
Michael T. Goodrich,Univ. of California - Irvine,https://www.ics.uci.edu/~goodrich,sSS9gSoAAAAJ,Michael T. Goodrich
Michael T. Hallett,McGill University,https://www.mcgill.ca/philosophy/contact/faculty/hallett,aSl0gXwAAAAJ,Michael T. Hallett
Michael T. Niemier,University of Notre Dame,http://www3.nd.edu/~mniemier,jevPwGEAAAAJ,Michael T. Niemier
Michael T. Schaub,RWTH Aachen University,https://michaelschaub.github.io,FCGOxvYAAAAJ,Michael T. Schaub
Michael T. Tolley,Univ. of California - San Diego,https://tolley.eng.ucsd.edu,0kOHVOkAAAAJ,Michael T. Tolley
Michael Tangermann,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ,Michael Tangermann
Michael Tautschnig,Queen Mary University of London,https://www.tautschnig.net,7G6fJrYAAAAJ,Michael Tautschnig
Michael Thaddeus Niemier,University of Notre Dame,http://www3.nd.edu/~mniemier,jevPwGEAAAAJ,Michael Thaddeus Niemier
Michael Thielscher,UNSW,http://www.cse.unsw.edu.au/~mit,xsGVxe4AAAAJ,Michael Thielscher
Michael Thomas Tolley,Univ. of California - San Diego,https://tolley.eng.ucsd.edu,0kOHVOkAAAAJ,Michael Thomas Tolley
Michael Thuné,Uppsala University,https://katalog.uu.se/empinfo/?id=AA336,_-l_Z5oAAAAJ,Michael Thuné
Michael U. Gutmann,University of Edinburgh,https://michaelgutmann.github.io,CPhI2jYAAAAJ,Michael U. Gutmann
Michael V. Mendler,University of Bamberg,https://www.uni-bamberg.de/gdi/team/michael-mendler,NOSCHOLARPAGE,Michael V. Mendler
Michael Vollmer 0003,University of Kent,https://recurial.com,wMIknYQAAAAJ,Michael Vollmer
Michael W. Barley,University of Auckland,https://www.cs.auckland.ac.nz/people/m-barley,QwAxKoEAAAAJ,Michael W. Barley
Michael W. Berry,University of Tennessee,http://web.eecs.utk.edu/~mberry,TrSq1u8AAAAJ,Michael W. Berry
Michael W. Fleming,University of New Brunswick,http://www.cs.unb.ca/~mwf,OFEFNkkAAAAJ,Michael W. Fleming
Michael W. Godfrey,University of Waterloo,http://plg.uwaterloo.ca/~migod,KnJ6PRwAAAAJ,Michael W. Godfrey
Michael W. Hicks,University of Pennsylvania,https://mhicks.me,Gggzp7UAAAAJ,Michael W. Hicks
Michael W. Mislove,Tulane University,http://www.cs.tulane.edu/~mwm,tMa-iJ8AAAAJ,Michael W. Mislove
Michael W. Otte,Univ. of Maryland - College Park,http://ottelab.com,JbBpeE0AAAAJ,Michael W. Otte
Michael W. Spratling,King's College London,https://www.kcl.ac.uk/people/michael-spratling,A2tJIE4AAAAJ,Michael W. Spratling
Michael W. Tangermann,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ,Michael W. Tangermann
Michael W. Totaro,Univ. of Louisiana - Lafayette,http://www.ucs.louisiana.edu/~mwt3774,NOSCHOLARPAGE,Michael W. Totaro
Michael Waidner,TU Darmstadt,https://www.sit.informatik.tu-darmstadt.de/de/security-in-information-technology/staff/michael-waidner,AyRNYLoAAAAJ,Michael Waidner
Michael Walfish,New York University,https://www.cs.nyu.edu/~mwalfish,FVTgmOwAAAAJ,Michael Walfish
Michael Walter 0005,Ruhr-University Bochum,https://qi.ruhr-uni-bochum.de/walter,KOESx2sAAAAJ,Michael Walter
Michael Wand 0001,University of Mainz,https://www.staff.uni-mainz.de/wandm/bio.html,kA_rSy4AAAAJ,Michael Wand
Michael Weinmann,TU Delft,https://graphics.tudelft.nl/michael-weinmann,NexBuB8AAAAJ,Michael Weinmann
Michael Werman,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~werman,WBeDvikAAAAJ,Michael Werman
Michael Wessely,Aarhus University,https://cs.au.dk/~michaelwessely,Ej2kvlkAAAAJ,Michael Wessely
Michael Wiegand,University of Klagenfurt,https://www.aau.at/team/wiegand-michael,ap2JlGMAAAAJ,Michael Wiegand
Michael William Mislove,Tulane University,http://www.cs.tulane.edu/~mwm,tMa-iJ8AAAAJ,Michael William Mislove
Michael Wimmer 0001,TU Wien,https://www.cg.tuwien.ac.at/staff/MichaelWimmer.html,pPLc_DoAAAAJ,Michael Wimmer
Michael Winter 0001,Brock University,http://www.cosc.brocku.ca/~mwinter,NOSCHOLARPAGE,Michael Winter
Michael Wirth,University of Guelph,https://www.uoguelph.ca/computing/people/michael-wirth,NOSCHOLARPAGE,Michael Wirth
Michael Wooldridge,University of Oxford,http://www.cs.ox.ac.uk/people/michael.wooldridge,JD8v9fkAAAAJ,Michael Wooldridge
Michael Wray,University of Bristol,https://mwray.github.io,gFQcKZMAAAAJ,Michael Wray
Michael Wybrow,Monash University,https://research.monash.edu/en/persons/michael-wybrow,PuM-E0YAAAAJ,Michael Wybrow
Michael Yacci,Rochester Inst. of Technology,https://www.rit.edu/gccis/michael-yacci,NOSCHOLARPAGE,Michael Yacci
Michael Zakharyaschev,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/michael,bXRDsrEAAAAJ,Michael Zakharyaschev
Michael Zapp,University of Manitoba,http://cs.umanitoba.ca/people,pN2BYuIAAAAJ,Michael Zapp
Michael Zbyszynski,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/zbyszynski-michael,OAnw6WwAAAAJ,Michael Zbyszynski
Michael Zink,Univ. of Massachusetts Amherst,http://www.ecs.umass.edu/ece/zink,iVck6WIAAAAJ,Michael Zink
Michail Giannakos,NTNU,https://www.ntnu.edu/employees/michailg,USOZIeMAAAAJ,Michail Giannakos
Michail Matthaiou,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=m.matthaiou,g6HXpqoAAAAJ,Michail Matthaiou
Michail N. Giannakos,NTNU,https://www.ntnu.edu/employees/michailg,USOZIeMAAAAJ,Michail N. Giannakos
Michal Bidlo,Brno University of Technology,https://www.fit.vut.cz/person/bidlom,5IvgpPIAAAAJ,Michal Bidlo
Michal Brandejs,Masaryk University,https://www.muni.cz/en/people/2116,NOSCHOLARPAGE,Michal Brandejs
Michal Derezinski,University of Michigan,https://users.soe.ucsc.edu/~mderezin,qhP66JAAAAAJ,Michal Derezinski
Michal Feldman,Tel Aviv University,https://www.cs.tau.ac.il/~mfeldman,IKjIhTwAAAAJ,Michal Feldman
Michal Irani,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=4578,5hJNWakAAAAJ,Michal Irani
Michal Kompan,Kempelen Institute - KInIT,https://kinit.sk/member/michal-kompan,EahdXK8AAAAJ,Michal Kompan
Michal Koucký 0001,Charles University,https://iuuk.mff.cuni.cz/~koucky,sPoWqRIAAAAJ,Michal Koucký
Michal Kozubek,Masaryk University,https://www.muni.cz/en/people/3740,y-Vc8W4AAAAJ,Michal Kozubek
Michal Pechoucek,Czech Technical University,http://cs.fel.cvut.cz/en/people/pechouce,SdQcGHcAAAAJ,Michal Pechoucek
Michal Pilipczuk,University of Warsaw,http://www.mimuw.edu.pl/~mp248287,RPD8Up0AAAAJ,Michal Pilipczuk
Michal Skrzypczak,University of Warsaw,http://www.mimuw.edu.pl/~mskrzypczak,StdzCQUAAAAJ,Michal Skrzypczak
Michal Spanel,Brno University of Technology,https://www.fit.vut.cz/person/spanel,75XIbgQAAAAJ,Michal Spanel
Michal Startek,University of Warsaw,https://www.mimuw.edu.pl/en/osoba/48383,F3uXWtkAAAAJ,Michal Startek
Michal Young,University of Oregon,http://ix.cs.uoregon.edu/~michal,rhogjK0AAAAJ,Michal Young
Michalis Faloutsos,Univ. of California - Riverside,http://www.cs.ucr.edu/~michalis,eCXMUQEAAAAJ,Michalis Faloutsos
Michalis K. Titsias,AUEB,http://www.aueb.gr/users/mtitsias,B-SbkAwAAAAJ,Michalis K. Titsias
Michalis Matthaiou,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=m.matthaiou,g6HXpqoAAAAJ,Michalis Matthaiou
Michalis Polychronakis,Stony Brook University,https://www3.cs.stonybrook.edu/~mikepo,JBPcwIEAAAAJ,Michalis Polychronakis
Michalis Vazirgiannis,AUEB,http://www.db-net.aueb.gr/michalis,aWGJYcMAAAAJ,Michalis Vazirgiannis
Michaël Hauspie,CRIStAL,https://pro.univ-lille.fr/michael-hauspie,05gAqPUAAAAJ,Michaël Hauspie
Michaël Ménard,ETS Montreal,https://www.etsmtl.ca/en/research/professors/mmenard,6Q1gBgQAAAAJ,Michaël Ménard
Michel A. Kinsy,Arizona State University,https://isearch.asu.edu/profile/472846,WACzXzoAAAAJ,Michel A. Kinsy
Michel Abdalla,Ecole Normale Superieure,http://www.di.ens.fr/~mabdalla,ZxxJGJsAAAAJ,Michel Abdalla
Michel Barbeau,Carleton University,https://carleton.ca/scs/people/michel-barbeau,NOSCHOLARPAGE,Michel Barbeau
Michel Bidoit,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~bidoit/?l=fr,strTWMwAAAAJ,Michel Bidoit
Michel Boyer,University of Montreal,http://www.iro.umontreal.ca/~boyer,mDhldqAAAAAJ,Michel Boyer
Michel C. A. Klein,VU Amsterdam,http://www.cs.vu.nl/~mcaklein,FWzHQQgAAAAJ,Michel C. A. Klein
Michel C. Desmarais,Polytechnique Montreal,http://www.professeurs.polymtl.ca/michel.desmarais/desmarais_michel_c.html,zeUqiMMAAAAJ,Michel C. Desmarais
Michel Charpentier,University of New Hampshire,http://www.cs.unh.edu/~charpov,NOSCHOLARPAGE,Michel Charpentier
Michel Chaudron,TU Eindhoven,https://research.tue.nl/en/persons/michel-rv-chaudron,Y_0xou4AAAAJ,Michel Chaudron
Michel Cukier,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/mcukier,b4zPppsAAAAJ,Michel Cukier
Michel Dumontier,Maastricht University,https://www.maastrichtuniversity.nl/michel.dumontier,vyofzOcAAAAJ,Michel Dumontier
Michel F. Valstar,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/michel.valstar,SRs5RFEAAAAJ,Michel F. Valstar
Michel François Valstar,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/michel.valstar,SRs5RFEAAAAJ,Michel François Valstar
Michel Justin Dumontier,Maastricht University,https://www.maastrichtuniversity.nl/michel.dumontier,vyofzOcAAAAJ,Michel Justin Dumontier
Michel M. Maharbiz,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/maharbiz.html,DJEiH1IAAAAJ,Michel M. Maharbiz
Michel R. Dagenais,Polytechnique Montreal,https://www.polymtl.ca/expertises/en/dagenais-michel,ges3OQQAAAAJ,Michel R. Dagenais
Michel R. V. Chaudron,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/michel-chaudron.aspx,Y_0xou4AAAAJ,Michel R. V. Chaudron
Michel Steuwer,TU Berlin,https://www.tu.berlin/en/compl/about-us/head,XdXJRZEAAAAJ,Michel Steuwer
Michel Wermelinger,Open University UK,http://stem.open.ac.uk/people/mw4687,ESvfE58AAAAJ,Michel Wermelinger
Michel Westenberg,TU Eindhoven,http://www.win.tue.nl/~mwestenb,5eK84bMAAAAJ,Michel Westenberg
Oded Nov,New York University,https://wp.nyu.edu/odednov,G0rV_dcAAAAJ,Oded Nov
Michela Bertolotto,University College Dublin,https://people.ucd.ie/michela.bertolotto,ONyrJuwAAAAJ,Michela Bertolotto
Michela Taufer,University of Tennessee,https://eecs.utk.edu/people/michela-taufer,3DWI0HcAAAAJ,Michela Taufer
Michelangelo Grigni,Emory University,https://cs.emory.edu/~mic,61uuS7YAAAAJ,Michelangelo Grigni
Michele C. Weigle,Old Dominion University,http://www.cs.odu.edu/~mweigle,MOLPTqcAAAAJ,Michele C. Weigle
Michele Caprio,University of Manchester,https://research.manchester.ac.uk/en/persons/michele-caprio,6rngqVgAAAAJ,Michele Caprio
Michele Ceccarelli,University of Sannio,https://www.unisannio.it/it/users/michele-ceccarelli,OIQsgqoAAAAJ,Michele Ceccarelli
Michele Ciampi,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Michele_Ciampi.html,jho-cksAAAAJ,Michele Ciampi
Michele Coscia,IT University of Copenhagen,https://pure.itu.dk/portal/da/persons/michele-coscia(90b501a9-4d44-460b-b193-4d7d524bb21b).html,3p_bhfUAAAAJ,Michele Coscia
Michele Flammini,GSSI,http://www.micheleflammini.com,cA-nbvkAAAAJ,Michele Flammini
Michele Lanza 0001,Università della Svizzera italiana,http://search.usi.ch/persone/8b4717057b3c2d30a3b28425aa4e29d5/Lanza-Michele,hKMBth8AAAAJ,Michele Lanza
Michele Nappi,University of Salerno,http://www.biplab.unisa.it/portal/index.php/members/prof-michele-nappi,XNWhz4wAAAAJ,Michele Nappi
Michele Nitti,University of Cagliari,https://sites.unica.it/net4u/michele-nitti,oEC2IsEAAAAJ,Michele Nitti
Michele Parrinello,Università della Svizzera italiana,http://search.usi.ch/people/3b1efdf234d1c4d61794f89ef66ac885/Parrinello-Michele,lnkt9rgAAAAJ,Michele Parrinello
Michele Risi,University of Salerno,https://docenti.unisa.it/005637/home,9RatguwAAAAJ,Michele Risi
Michele Scquizzato,University of Padova,https://www.math.unipd.it/~scquizza,xqdQmmIAAAAJ,Michele Scquizzato
Michele Sevegnani,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/michelesevegnani,ycI17poAAAAJ,Michele Sevegnani
Michele Zito,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/michele-zito,nZUs5w8AAAAJ,Michele Zito
Michelle A. Borkin,Northeastern University,http://www.ccs.neu.edu/home/borkin,m9F7mIgAAAAJ,Michelle A. Borkin
Michelle Borkin,Northeastern University,https://www.ccs.neu.edu/home/borkin,m9F7mIgAAAAJ,Michelle Borkin
Michelle Craig,University of Toronto,http://mcraig05.wix.com/mysite,vdLeC2MAAAAJ,Michelle Craig
Michelle Kuttel,University of Cape Town,https://people.cs.uct.ac.za/~mkuttel,NRu5-Y0AAAAJ,Michelle Kuttel
Michelle L. Mazurek,Univ. of Maryland - College Park,https://www.umiacs.umd.edu/~mmazurek,5ExRjncAAAAJ,Michelle L. Mazurek
Michelle M. Kuttel,University of Cape Town,https://people.cs.uct.ac.za/~mkuttel,NRu5-Y0AAAAJ,Michelle M. Kuttel
Michelle Wahl Craig,University of Toronto,http://mcraig05.wix.com/mysite,vdLeC2MAAAAJ,Michelle Wahl Craig
Piyus Kedia,IIIT Delhi,https://www.iiitd.ac.in/piyus,f-4PIh4AAAAJ,Piyus Kedia
Michiel H. M. Smid,Carleton University,http://www.scs.carleton.ca/~michiel,NOSCHOLARPAGE,Michiel H. M. Smid
Michiel Smid,Carleton University,http://www.scs.carleton.ca/~michiel,NOSCHOLARPAGE,Michiel Smid
Michiel van de Panne,University of British Columbia,https://www.cs.ubc.ca/~van,lJwPbcUAAAAJ,Michiel van de Panne
Michihiro Koibuchi,National Inst. of Informatics,https://www.nii.ac.jp/en/faculty/architecture/koibuchi_michihiro,pyAql60AAAAJ,Michihiro Koibuchi
Michiko Inoue,NAIST,https://sites.google.com/view/michikoinouenaist,gvEjrHIAAAAJ,Michiko Inoue
Michio Honda,University of Edinburgh,https://micchie.net,4yrJshIAAAAJ,Michio Honda
Michita Imai,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/imai.html,lYqJ_FsAAAAJ,Michita Imai
Michitaka Hirose,University of Tokyo,http://www.rcast.u-tokyo.ac.jp/research/people/staff-hirose_michitaka_en.html,NOSCHOLARPAGE,Michitaka Hirose
