full_name,affiliation,homepage,scholarid,clean_author_name
Zhihao Yao 0001,NJIT,https://web.njit.edu/~zy8,TB-X1XoAAAAJ,Zhihao Yao
Bin Guo 0001,NWPU,http://www.guob.org,VC6N2iQAAAAJ,Bin Guo
Beomjoon Kim,KAIST,https://beomjoonkim.github.io,dw3rEwgAAAAJ,Beomjoon Kim
Chao Xu 0002,UESTC,https://chaoxuprime.com,TRDjrpIAAAAJ,Chao Xu
Chenshu Wu,University of Hong Kong,https://cswu.me,q9llreMAAAAJ,Chenshu Wu
Dik Lun Lee,HKUST,https://www.cse.ust.hk/~dlee,NOSCHOLARPAGE,Dik Lun Lee
Dave Tian,Purdue University,https://davejingtian.org,xtclQ8AAAAAJ,Dave Tian
Feng Gu 0001,CUNY,http://www.cs.csi.cuny.edu/~gu,6JuoIAUAAAAJ,Feng Gu
Ga Wu,Dalhousie University,https://web.cs.dal.ca/~gaw,IdBlVPUAAAAJ,Ga Wu
Aijun An,York University,http://www.cse.yorku.ca/~aan,2eUL7eEAAAAJ,Aijun An
Hong An,USTC,http://acsa.ustc.edu.cn/contact,tEcLDxAAAAAJ,Hong An
Alois Knoll,TU Munich,http://www6.in.tum.de/Main/Knoll,NOSCHOLARPAGE,Alois Knoll
Ivan Herman,CWI,http://homepages.cwi.nl/~ivan,ofRrImEAAAAJ,Ivan Herman
Andrew Lo,Massachusetts Inst. of Technology,http://alo.mit.edu,4M-iGXMAAAAJ,Andrew Lo
Jiangfan Yu,CUHK (SZ),https://www.imlyu.com,2rMKEG0AAAAJ,Jiangfan Yu
Kostas Alexis,NTNU,http://www.kostasalexis.com,1rPSVNAAAAAJ,Kostas Alexis
Cristina Boeres,UFF,http://www2.ic.uff.br/~boeres,h_AmAEYAAAAJ,Cristina Boeres
Jongeun Lee,UNIST,http://ecl.unist.ac.kr,WDBSYbkAAAAJ,Jongeun Lee
Hao Tang 0005,Peking University,https://ha0tang.github.io,9zJkeEMAAAAJ,Hao Tang
Hao Wang 0014,Rutgers University,http://www.wanghao.in,NrOA9QoAAAAJ,Hao Wang
Justin Hsu,Cornell University,https://justinh.su,HsfKE0sAAAAJ,Justin Hsu
James Geller,NJIT,https://web.njit.edu/~geller,R_EbDzYAAAAJ,James Geller
Jan Kyncl,Charles University,https://kam.mff.cuni.cz/~kyncl,08jlpUUAAAAJ,Jan Kyncl
Kosuke Sato,Osaka University,http://kosuke-sato.jimdo.com,NOSCHOLARPAGE,Kosuke Sato
Lin Wang 0015,Paderborn University,https://linwang.info,SMpEBgwAAAAJ,Lin Wang
Li Liao,University of Delaware,https://www.eecis.udel.edu/~lliao,o6e8dvUAAAAJ,Li Liao
Mark Daley,Western University,http://daleylab.org,SW3aNagAAAAJ,Mark Daley
Lu Wang 0002,Shenzhen University,https://luwang-szu.github.io,zIsOLWUAAAAJ,Lu Wang
Pan Xu 0002,Duke University,https://panxulab.github.io,UkYBx6YAAAAJ,Pan Xu
Paul Klint,CWI,http://homepages.cwi.nl/~paulk,auuOyXoAAAAJ,Paul Klint
Maude Pupin,CRIStAL,http://cristal.univ-lille.fr/~pupin,2MNQbZUAAAAJ,Maude Pupin
Michael Elad,Technion,http://www.cs.technion.ac.il/~elad,UpZbV44AAAAJ,Michael Elad
Min Cao,Soochow University,http://web.suda.edu.cn/cm,nhMWtZsAAAAJ,Min Cao
Shangke Lyu,Nanjing University,https://lsk-robot.github.io,3_DtxJ8AAAAJ,Shangke Lyu
Pinjia He,CUHK (SZ),https://pinjiahe.github.io,vg0moI0AAAAJ,Pinjia He
Monica Agrawal,Duke University,https://www.monicaagrawal.com,R4Q7jzgAAAAJ,Monica Agrawal
Nahri Moreano,UFMS,https://www.facom.ufms.br/~nahri,NOSCHOLARPAGE,Nahri Moreano
Nathan Dautenhahn,Rice University,http://nathandautenhahn.com,zKVnPigAAAAJ,Nathan Dautenhahn
Paulo Borba,UFPE,http://www.cin.ufpe.br/~phmb,PpRDLgcAAAAJ,Paulo Borba
Owen Arden,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~owen,CiBRJ_EAAAAJ,Owen Arden
Qi Liu 0003,USTC,http://staff.ustc.edu.cn/~qiliuql,5EoHAFwAAAAJ,Qi Liu
Paul Fischer,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,Paul Fischer
Paul Ralph,Dalhousie University,http://paulralph.name,oRBuFa0AAAAJ,Paul Ralph
Renzhe Xu,SUFE,https://windxrz.github.io,NnppITIAAAAJ,Renzhe Xu
Ping Luo 0002,University of Hong Kong,http://luoping.me,aXdjxb4AAAAJ,Ping Luo
Qi Cheng 0001,University of Oklahoma,https://qcheng2023.github.io,76g2fssAAAAJ,Qi Cheng
Ricardo Dahab,UNICAMP,http://www.ic.unicamp.br/~rdahab,0wWyXsMAAAAJ,Ricardo Dahab
Wai Lam Hoo,University of Malaya,https://umexpert.um.edu.my/wlhoo.html,hlPC_FgAAAAJ,Wai Lam Hoo
Robby,Kansas State University,http://robby.santoslab.org,j5aiHcsAAAAJ,Robby
Roie Levin,Rutgers University,https://roielevin.com,RxbhQBcAAAAJ,Roie Levin
Russell Miller,CUNY,http://qcpages.qc.cuny.edu/~rmiller,WxCwDn8AAAAJ,Russell Miller
Wei Lu 0011,SUTD,http://statnlp.org,pPInY4UAAAAJ,Wei Lu
Seyoung Yun,KAIST,https://fbsqkd.github.io,X_IAjb8AAAAJ,Seyoung Yun
Siwei Feng,Soochow University,http://web.suda.edu.cn/fsw,_7xkHz8AAAAJ,Siwei Feng
Sumi Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE,Sumi Helal
Sunil Arya,HKUST,https://www.cse.ust.hk/~arya,Azu2w_MAAAAJ,Sunil Arya
Tal Linzen,New York University,https://tallinzen.net,5mJDXjoAAAAJ,Tal Linzen
Young Hee Lee,KAIST,http://pbg.kaist.ac.kr,vZXxTu0AAAAJ,Young Hee Lee
Wenfei Wu,Peking University,http://wenfei-wu.github.io,PQsb1ZwAAAAJ,Wenfei Wu
Xuming Hu,HKUST,https://xuminghu.github.io,dbBKbXoAAAAJ,Xuming Hu
Xueyang Fu,USTC,https://xueyangfu.github.io,tFNDn5EAAAAJ,Xueyang Fu
Tao Zhang,New York Tech,https://site.nyit.edu/bio/tzhang,9cMiSg4AAAAJ,Tao Zhang
Marin Litoiu,York University,http://www.yorku.ca/mlitoiu,FWASYv0AAAAJ,Marin Litoiu
Yossi Gil,Technion,http://www.cs.technion.ac.il/~yogi,NOSCHOLARPAGE,Yossi Gil
Yuan Luo 0005,CUHK (SZ),http://yuanluo.info,NOSCHOLARPAGE,Yuan Luo
Martin Odersky,EPFL,http://lampwww.epfl.ch/~odersky,LbRD9tEAAAAJ,Martin Odersky
Weiyu Liu,University of Utah,https://www.weiyuliu.com,PHi0YEQAAAAJ,Weiyu Liu
Aaron Schulman,Univ. of California - San Diego,http://cseweb.ucsd.edu/~schulman,OP27m34AAAAJ,Aaron Schulman
Aaron Sidford,Stanford University,http://www.aaronsidford.com,SWqd2rgAAAAJ,Aaron Sidford
Aaron Steven White,University of Rochester,http://aaronstevenwhite.io,R-ZVWNEAAAAJ,Aaron Steven White
Aaron Striegel,University of Notre Dame,https://engineering.nd.edu/profiles/astriegel,w88NouMAAAAJ,Aaron Striegel
Aaron Stump,University of Iowa,https://www.cs.uiowa.edu/~astump,568MtVQAAAAJ,Aaron Stump
Aaron Visaggio,University of Sannio,https://www.unisannio.it/it/users/corrado-aaron-visaggio,bNMLhsIAAAAJ,Aaron Visaggio
Aart Middeldorp,University of Innsbruck,http://cl-informatik.uibk.ac.at/users/ami,R9MO_3AAAAAJ,Aart Middeldorp
Aarti Gupta,Princeton University,https://www.cs.princeton.edu/people/profile/aartig,S_jYB2sAAAAJ,Aarti Gupta
Aarti Sathyanarayana,Northeastern University,https://www.aartisathyanarayana.org,gIvDmmEAAAAJ,Aarti Sathyanarayana
Aarti Singh,Carnegie Mellon University,http://www.cs.cmu.edu/~aarti,6jP3ZSEAAAAJ,Aarti Singh
Aarushi Goel,Rutgers University,https://aarushigoel.github.io,e-9_xpYAAAAJ,Aarushi Goel
Aasa Feragen,DTU,http://www2.compute.dtu.dk/~afhar,MNDVpoUAAAAJ,Aasa Feragen
Aashish Yadavally,University of Central Florida,https://aashishyadavally.github.io,6c3v-nUAAAAJ,Aashish Yadavally
Aastha Mehta,University of British Columbia,https://aasthakm.github.io,l1jObzoAAAAJ,Aastha Mehta
Aayush Jain,Carnegie Mellon University,https://sites.google.com/view/aayushjain,VZ6S70MAAAAJ,Aayush Jain
Abani K. Patra,Tufts University,https://engineering.tufts.edu/cs/people/faculty/abani-patra,J1dycZQAAAAJ,Abani K. Patra
Abbas Edalat,Imperial College London,https://www.doc.ic.ac.uk/~ae,KP1AXgwAAAAJ,Abbas Edalat
Wuwei Ren,ShanghaiTech University,http://miblab.cn,F7fejosAAAAJ,Wuwei Ren
Abbas Heydarnoori,Sharif University of Technology,http://sharif.edu/~heydarnoori,s5vgK3kAAAAJ,Abbas Heydarnoori
Abbe Mowshowitz,CUNY,https://www.ccny.cuny.edu/profiles/abbe-mowshowitz,KwmExSIAAAAJ,Abbe Mowshowitz
Abbes Amira,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abbes.php,yp_wQZMAAAAJ,Abbes Amira
Abby Stylianou,Saint Louis University,https://cs.slu.edu/people/stylianou,mNoB9SgAAAAJ,Abby Stylianou
Abdalla Swikir,MBZUAI,https://mbzuai.ac.ae/study/faculty/abdalla-swikir,SRX1SmMAAAAJ,Abdalla Swikir
Abdallah Saffidine,UNSW,http://www.cse.unsw.edu.au/~abdallahs,yWzT7LAAAAAJ,Abdallah Saffidine
Abdel Latif Abu Dalhoum,University of Jordan,http://eacademic.ju.edu.jo/a.latif,zXiv9G8AAAAJ,Abdel Latif Abu Dalhoum
AbdelRahman Abdou,Carleton University,http://people.scs.carleton.ca/~abdou,qEl1DpQAAAAJ,AbdelRahman Abdou
Abdelaziz Bouras,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abdelaziz_bouras.php,QKaJ_JgAAAAJ,Abdelaziz Bouras
Abdelfattah Amamra,University of Connecticut,http://www.cse.uconn.edu/people/faculty,cXl_OFIAAAAJ,Abdelfattah Amamra
Abdelhakim Hafid,University of Montreal,http://www.iro.umontreal.ca/~ahafid,NOSCHOLARPAGE,Abdelhakim Hafid
Abdelhakim Senhaji Hafid,University of Montreal,http://www.iro.umontreal.ca/~ahafid,NOSCHOLARPAGE,Abdelhakim Senhaji Hafid
Abdelkarim Erradi,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/erradi.php,2VhGiuAAAAAJ,Abdelkarim Erradi
Abdelmounaam Rezgui,New Mexico Tech,http://nmt.edu/academics/compsci/faculty/arezgui.php,QUuC8lAAAAAJ,Abdelmounaam Rezgui
Abdelsalam (Sumi) Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE,Abdelsalam (Sumi) Helal
Abdelsalam Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE,Abdelsalam Helal
Abdeltawab M. A. Hendawi,University of Rhode Island,https://homepage.cs.uri.edu/~ahendawi,ad3Gki4AAAAJ,Abdeltawab M. A. Hendawi
Abdeltawab M. Hendawi,University of Rhode Island,https://homepage.cs.uri.edu/~ahendawi,ad3Gki4AAAAJ,Abdeltawab M. Hendawi
Abderrahmane Lakas,UAEU,https://research.uaeu.ac.ae/en/persons/abderrahmane-lakas,qTlcPukAAAAJ,Abderrahmane Lakas
Abdeslam Boularias,Rutgers University,http://www.abdeslam.net,8AF3RCsAAAAJ,Abdeslam Boularias
Abdol-Hossein Esfahanian,Michigan State University,http://www.cse.msu.edu/~esfahani,NOSCHOLARPAGE,Abdol-Hossein Esfahanian
Abdolahad Noori Zehmakan,Australian National University,https://comp.anu.edu.au/people/ahad-zehmakan,bB3qVuEAAAAJ,Abdolahad Noori Zehmakan
Abdolreza Abhari,Toronto Metropolitan University,https://www.scs.torontomu.ca/~aabhari,V8hkFhcAAAAJ,Abdolreza Abhari
Abdou S. Youssef,George Washington University,https://www.seas.gwu.edu/~ayoussef,NOSCHOLARPAGE,Abdou S. Youssef
Abdou Youssef,George Washington University,https://www.seas.gwu.edu/~ayoussef,NOSCHOLARPAGE,Abdou Youssef
Abdoulaye Baniré Diallo,Université du Québec à Montréal,https://professeurs.uqam.ca/professeur/diallo.abdoulaye,NOSCHOLARPAGE,Abdoulaye Baniré Diallo
Abdul Mohsen Almalawi,King Abdulaziz University,http://balmalowy.kau.edu.sa/CVEn.aspx?Site_ID=0008859&Lng=EN,XxBxuykAAAAJ,Abdul Mohsen Almalawi
Abdul Sattar 0001,Griffith University,https://experts.griffith.edu.au/18511-abdul-sattar,NgPmzMsAAAAJ,Abdul Sattar
Abdul Serwadda,Texas Tech University,https://www.depts.ttu.edu/cs/faculty/Abdul_Serwadda,0YfFzzUAAAAJ,Abdul Serwadda
Abdulaziz Ali,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,S42RixYAAAAJ,Abdulaziz Ali
Abdulhakim Ali Qahtan,Utrecht University,https://www.uu.nl/staff/AAAQahtan,8eKzXa8AAAAJ,Abdulhakim Ali Qahtan
Abdulla K. Al-Ali,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,s1LawbAAAAAJ,Abdulla K. Al-Ali
Abdulla Khalid Al-Ali,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,s1LawbAAAAAJ,Abdulla Khalid Al-Ali
Abdullah Al Arafat,Florida International University,https://abdullahaarafat.github.io,TM7bqtYAAAAJ,Abdullah Al Arafat
Abdullah Al Mueen,University of New Mexico,http://www.cs.unm.edu/~mueen,OImDWloAAAAJ,Abdullah Al Mueen
Abdullah Al Redwan Newaz,University of New Orleans,https://www.uno.edu/profile/faculty/abdullah-al_redwan-newaz,L_ctqf0AAAAJ,Abdullah Al Redwan Newaz
Abdullah Al-Ali,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,s1LawbAAAAAJ,Abdullah Al-Ali
Shuang Li 0002,CUHK (SZ),https://shuangli01.github.io,HxCZsCUAAAAJ,Shuang Li
Abdullah Al-Mamun 0001,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=AALMAMUN,PpBDA1cAAAAJ,Abdullah Al-Mamun
Abdullah Algarni,King Abdulaziz University,https://www.facebook.com/public/Abdullah-Algarni/school/King-Abdulaziz-University-103095679730320,fQldSpoAAAAJ,Abdullah Algarni
Abdullah Basuhail,King Abdulaziz University,http://abasuhail.kau.edu.sa/Default.aspx?Site_ID=0012375&lng=EN,NOSCHOLARPAGE,Abdullah Basuhail
Abdullah Ercument Cicek,Bilkent University,http://ciceklab.cs.bilkent.edu.tr/ercumentcicek,n25sJzkAAAAJ,Abdullah Ercument Cicek
Abdullah Giray Yaglikçi,CISPA Helmholtz Center,https://agyaglikci.github.io,mt15O64AAAAJ,Abdullah Giray Yaglikçi
Abdullah Mueen,University of New Mexico,http://www.cs.unm.edu/~mueen,OImDWloAAAAJ,Abdullah Mueen
Abdullah Muzahid,Texas A&M University,http://people.tamu.edu/~abdullah.muzahid/index.html,hN7mpGMAAAAJ,Abdullah Muzahid
Adel Cherif,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/adel_ch.php,obJnqXUAAAAJ,Adel Cherif
Abdullah Uz Tansel,CUNY,https://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Abdullah-Uz-Tansel,emeq3i8AAAAJ,Abdullah Uz Tansel
Abdullah Yasin Nur,University of New Orleans,https://ayasinnur.com,hxKxyYYAAAAJ,Abdullah Yasin Nur
Abdullah-Al-Zubaer Imran,University of Kentucky,https://aaz-imran.github.io,HI7UKCIAAAAJ,Abdullah-Al-Zubaer Imran
Abdulmohsen Almalawi,King Abdulaziz University,http://balmalowy.kau.edu.sa/CVEn.aspx?Site_ID=0008859&Lng=EN,XxBxuykAAAAJ,Abdulmohsen Almalawi
Abdulrahman Mahmoud,MBZUAI,https://mbzuai.ac.ae/study/faculty/abdulrahman-mahmoud,LRZKQpkAAAAJ,Abdulrahman Mahmoud
Abe Davis,Cornell University,http://abedavis.com,-Gp8ghkAAAAJ,Abe Davis
Abedelaziz Mohaisen,University of Central Florida,http://cs.ucf.edu/~mohaisen,q387AywAAAAJ,Abedelaziz Mohaisen
Abel Armas,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/822941-abel-armas-cervantes,W9Wf9LoAAAAJ,Abel Armas
Abel Armas-Cervantes,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/822941-abel-armas-cervantes,W9Wf9LoAAAAJ,Abel Armas-Cervantes
Abel G. Silva-Filho,UFPE,https://www.cin.ufpe.br/~agsf,vzHzlxkAAAAJ,Abel G. Silva-Filho
Abel G. da Silva Filho,UFPE,https://www.cin.ufpe.br/~agsf,vzHzlxkAAAAJ,Abel G. da Silva Filho
Abel Guilhermino Silva-Filho,UFPE,https://www.cin.ufpe.br/~agsf,vzHzlxkAAAAJ,Abel Guilhermino Silva-Filho
Abel Guilhermino da Silva Filho,UFPE,https://www.cin.ufpe.br/~agsf,vzHzlxkAAAAJ,Abel Guilhermino da Silva Filho
Abel Souza,Univ. of California - Santa Cruz,https://asouza.io,Ino3cIwAAAAJ,Abel Souza
Abhaya Kumar Sahoo,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/abhaya-kumar-sahoo,xaOLqGMAAAAJ,Abhaya Kumar Sahoo
Abhi Shelat,Northeastern University,https://shelat.khoury.northeastern.edu,Te94nKAAAAAJ,Abhi Shelat
Abhijeet Ghosh,Imperial College London,http://www.doc.ic.ac.uk/~ghosh,EG_UZvwAAAAJ,Abhijeet Ghosh
Abhijit Das 0004,IIT Kharagpur,http://cse.iitkgp.ac.in/~abhij,vpWPul0AAAAJ,Abhijit Das
Abhijit Mahalanobis,University of Central Florida,https://www.crcv.ucf.edu/person/abhijit-mahalanobis,L9Y5FbwAAAAJ,Abhijit Mahalanobis
Abhijit S. Pandya,Florida Atlantic University,http://pire.fiu.edu/faculty/Dr_Pandya.php,NOSCHOLARPAGE,Abhijit S. Pandya
Abhijnan Chakraborty,IIT Kharagpur,https://cse.iitkgp.ac.in/~abhijnan,21oQO9oAAAAJ,Abhijnan Chakraborty
Abhik Roychoudhury,National University of Singapore,https://www.comp.nus.edu.sg/~abhik,UxFWSJIAAAAJ,Abhik Roychoudhury
Abhilash Jindal,IIT Delhi,http://abhilash-jindal.com,_af8suQAAAAJ,Abhilash Jindal
Abhinav Bhatele,Univ. of Maryland - College Park,http://www.cs.umd.edu/~bhatele,3x65qtwAAAAJ,Abhinav Bhatele
Abhinav Dhall,IIT Ropar,http://www.iitrpr.ac.in/cse/abhinavdhall,ypusncAAAAAJ,Abhinav Dhall
Abhinav Gupta 0001,Carnegie Mellon University,http://www.cs.cmu.edu/~abhinavg,NOSCHOLARPAGE,Abhinav Gupta
Abhinav Kumar Singh,University of Southampton,https://www.ecs.soton.ac.uk/people/aks1a19,tkp3t2gAAAAJ,Abhinav Kumar Singh
Abhinav Shrivastava,Univ. of Maryland - College Park,http://abhinavsh.info,mIF9BowAAAAJ,Abhinav Shrivastava
Abhinav Verma 0001,Pennsylvania State University,https://averma8053.github.io,jM1HeCIAAAAJ,Abhinav Verma
Abhir Bhalerao,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/abhir_bhalerao,XfBoSP4AAAAJ,Abhir Bhalerao
Abhir H. Bhalerao,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/abhir_bhalerao,XfBoSP4AAAAJ,Abhir H. Bhalerao
Abhiram G. Ranade,IIT Bombay,https://www.cse.iitb.ac.in/~ranade,lb5ffQ8AAAAJ,Abhiram G. Ranade
Abhiram Ranade,IIT Bombay,https://www.cse.iitb.ac.in/~ranade,lb5ffQ8AAAAJ,Abhiram Ranade
Abhisek Chakrabarty,BITS Pilani-Goa,https://abhisek-chakrabarty.github.io,V1Wxp0MAAAAJ,Abhisek Chakrabarty
Abhishek Bhattacharjee,Yale University,https://cpsc.yale.edu/people/abhishek-bhattacharjee,AopgnHAAAAAJ,Abhishek Bhattacharjee
Abhishek Bichhawat,IIT Gandhinagar,https://iitgn.ac.in/faculty/cse/abhishek,qJavKW4AAAAJ,Abhishek Bichhawat
Abhishek Chandra,University of Minnesota,http://www-users.cs.umn.edu/~chandra,hSklLfsAAAAJ,Abhishek Chandra
Abhishek Dubey,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=abhishek-dubey,5J3w9OoAAAAJ,Abhishek Dubey
Abhishek Gupta 0004,University of Washington,https://abhishekunique.github.io,1wLVDP4AAAAJ,Abhishek Gupta
Abhishek Jain 0002,Johns Hopkins University,https://www.cs.jhu.edu/faculty/abhishek-jain,xjkmJsgAAAAJ,Abhishek Jain
Abhishek Kr Singh,Tel Aviv University,https://sites.google.com/view/abhishek-singh/home,ps296UkAAAAJ,Abhishek Kr Singh
Abhishek Mishra,BITS Pilani,http://www.bits-pilani.ac.in/pilani/abhishekmisra/profile,Ayz2rOwAAAAJ,Abhishek Mishra
Abhishek Moitra,Washington State University,https://school.eecs.wsu.edu/directory/wsu-profile/abhishek.moitra,Mv7T17QAAAAJ,Abhishek Moitra
Abhishek Ray,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/abhishek-ray,EdzCjnAAAAAJ,Abhishek Ray
Abhishek Sahu,NISER,https://sites.google.com/view/abhisheksahu1,L8LNMS8AAAAJ,Abhishek Sahu
Abhishek Sarkar,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/abhishek.sarkar,SV0gEjQAAAAJ,Abhishek Sarkar
Abhishek Sinha,Tata Inst. of Fundamental Research,https://abhishek-sinha-tifr.github.io,Oc7BRX0AAAAJ,Abhishek Sinha
Abhishek Srivastava,IIT Indore,http://cse.iiti.ac.in/faculty.html,8DUQgIIAAAAJ,Abhishek Srivastava
Abhradeep Guha Thakurta,Univ. of California - Santa Cruz,https://aguhatha.github.io,1rV69hMAAAAJ,Abhradeep Guha Thakurta
Abhradeep Thakurta,Univ. of California - Santa Cruz,https://aguhatha.github.io,1rV69hMAAAAJ,Abhradeep Thakurta
Abhranil Chatterjee 0001,IIT Kanpur,https://cabhranil.bitbucket.io,I-O309QAAAAJ,Abhranil Chatterjee
Abilio Lucena,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/2201-abiliolucena,_YS2DcIAAAAJ,Abilio Lucena
Abir De,IIT Bombay,https://abir-de.github.io,_9ZKKbIAAAAJ,Abir De
Abiy Tasissa,Tufts University,https://engineering.tufts.edu/cs/people/faculty/abiy-tasissa,QpCV5uIAAAAJ,Abiy Tasissa
Abolfazl Asudeh,University of Illinois at Chicago,https://asudeh.github.io,cJXIgasAAAAJ,Abolfazl Asudeh
Abolfazl Razi,Clemson University,https://arazi.people.clemson.edu,DhwC8gsAAAAJ,Abolfazl Razi
Wu-Jun Li,Nanjing University,https://cs.nju.edu.cn/lwj,NCCdqdcAAAAJ,Wu-Jun Li
Abolfazl S. Motahari,Sharif University of Technology,http://ce.sharif.edu/faculty/abolfazl-motahari,rJ-biB0AAAAJ,Abolfazl S. Motahari
Abolfazl Seyed Motahari,Sharif University of Technology,http://ce.sharif.edu/faculty/abolfazl-motahari,rJ-biB0AAAAJ,Abolfazl Seyed Motahari
Aboubaker Lasebae,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/lasebae-aboubaker,NOSCHOLARPAGE,Aboubaker Lasebae
Abraham Bernstein,University of Zurich,http://www.ifi.uzh.ch/ddis/people/bernstein.html,ZYNjTykAAAAJ,Abraham Bernstein
Abraham Duarte,Universidad Rey Juan Carlos,http://grafo.etsii.urjc.es/group-member/abrahamduarte,wsBEPbYAAAAJ,Abraham Duarte
Abraham G. Campbell,University College Dublin,https://people.ucd.ie/abey.campbell,TWRYXGMAAAAJ,Abraham G. Campbell
Abraham Matta,Boston University,https://sites.bu.edu/matta,_mj1-BQAAAAJ,Abraham Matta
Abraham Silberschatz,Yale University,http://www.cs.yale.edu/~avi,-YvgZDEAAAAJ,Abraham Silberschatz
Abram Hindle,University of Alberta,http://softwareprocess.es,vuT1ZlUAAAAJ,Abram Hindle
Abtin Rahimian,University of Colorado Boulder,http://home.cs.colorado.edu/~abra3237,2iXwFdsAAAAJ,Abtin Rahimian
Abu Ahmed Ferdaus,University of Dhaka,https://du.ac.bd/body/faculty_details/CSE/1775,yCbjQIYAAAAJ,Abu Ahmed Ferdaus
Abu Asaduzzaman,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/ECE/Asaduzzaman-Abu.php,WYv3oSEAAAAJ,Abu Asaduzzaman
Abu Sayed Md. Latiful Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,Abu Sayed Md. Latiful Hoque
Abul Kashem,BUET,https://cse.buet.ac.bd/faculty_list/detail/kashem,NOSCHOLARPAGE,Abul Kashem
Abulhair Saparov,Purdue University,https://asaparov.org,TVNS71sAAAAJ,Abulhair Saparov
Abusayeed M. Saifullah,University of Texas at Dallas,https://www.abusayeedsaifullah.com,CYwffSUAAAAJ,Abusayeed M. Saifullah
Abusayeed Saifullah,University of Texas at Dallas,https://www.abusayeedsaifullah.com,CYwffSUAAAAJ,Abusayeed Saifullah
Abuzer Yakaryilmaz,University of Latvia,http://home.lu.lv/~abuzer,nHzCrIEAAAAJ,Abuzer Yakaryilmaz
Abyayananda Maiti,IIT Patna,https://iitp.ac.in/index.php/departments/computer-center/people/head/1095-dr-abyayananda-maiti.html,N49XT94AAAAJ,Abyayananda Maiti
Achi Brandt,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2041,NOSCHOLARPAGE,Achi Brandt
Achille Pattavina,Politecnico di Milano,http://home.deib.polimi.it/pattavina,NOSCHOLARPAGE,Achille Pattavina
Achim Blumensath,Masaryk University,https://www.muni.cz/en/people/237782,NOSCHOLARPAGE,Achim Blumensath
Achim D. Brucker,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ab1185,ZWePF1QAAAAJ,Achim D. Brucker
Young-Joo Suh,POSTECH,http://monet.postech.ac.kr/yjsuh,MW-4uU4AAAAJ,Young-Joo Suh
Achim J. Lilienthal,TU Munich,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/visitenkarte.show_vcard?$ctx=design=ca2;header=max;lang=de&pPersonenGruppe=3&pPersonenId=6F846EED5618D470,_CdZ5cgAAAAJ,Achim J. Lilienthal
Achim Jung,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/jung-achim.aspx,hCqqihQAAAAJ,Achim Jung
Achim Schweikard,University of Lübeck,https://www.rob.uni-luebeck.de/institut/mitarbeiter/schweikard-achim,NOSCHOLARPAGE,Achim Schweikard
Achim Streit,Karlsruhe Inst. of Technology,http://www.scc.kit.edu/personen/achim.streit.php,i72A44MAAAAJ,Achim Streit
Achraf EL Allali,Mohammed VI Polytechnic University,https://cc.um6p.ma/people/Achraf.EL,NOSCHOLARPAGE,Achraf EL Allali
Achuta Kadambi,Univ. of California - Los Angeles,https://www.ee.ucla.edu/achuta-kadambi,UMzWJikAAAAJ,Achuta Kadambi
Achutavarrier Prasad Vinod,Nanyang Technological University,http://www.ntu.edu.sg/home/asvinod,NOSCHOLARPAGE,Achutavarrier Prasad Vinod
Achyut Mani Tripathi,IIT Dharwad,https://achyutmani.github.io,NOSCHOLARPAGE,Achyut Mani Tripathi
